英文名,中文名,简称,外网价格,外网数量,buff最低价格,最新价格,buff在售数量,饰品类型,比率
Glock-18 | Vogue (Field-Tested),格洛克 18 型 | 摩登时代 (久经沙场),格洛克 18 型 | 摩登时代,5.52,11.0,24.7,24.6,946.0,Pistol,4.474637681159421
P90 | Vent Rush (Battle-Scarred),P90 | 给爷冲 (战痕累累),P90 | 给爷冲,0.99,7.0,4.43,4.42,220.0,SMG,4.474747474747475
★ Bayonet | Gamma Doppler (Factory New),刺刀（★） | 伽玛多普勒 (崭新出厂),刺刀（★） | 伽玛多普勒,877.84,16.0,3928.5,3928.0,425.0,Knife,4.475189100519457
AK-47 | Fire Serpent (Field-Tested),AK-47 | 火蛇 (久经沙场),AK-47 | 火蛇,1105.86,6.0,4949.0,4948.5,506.0,Rifle,4.475250031649576
StatTrak™ Tec-9 | Isaac (Field-Tested),Tec-9（StatTrak™） | 艾萨克 (久经沙场),Tec-9（StatTrak™） | 艾萨克,2.67,4.0,11.95,11.9,239.0,Pistol,4.47565543071161
StatTrak™ USP-S | Black Lotus (Battle-Scarred),USP 消音版（StatTrak™） | 黑莲花 (战痕累累),USP 消音版（StatTrak™） | 黑莲花,3.3,2.0,14.77,14.67,112.0,Pistol,4.475757575757576
StatTrak™ Desert Eagle | Blue Ply (Factory New),沙漠之鹰（StatTrak™） | 蓝色层压板 (崭新出厂),沙漠之鹰（StatTrak™） | 蓝色层压板,6.69,1.0,29.95,29.85,200.0,Pistol,4.476831091180866
Glock-18 | Bullet Queen (Factory New),格洛克 18 型 | 子弹皇后 (崭新出厂),格洛克 18 型 | 子弹皇后,72.81,2.0,326.0,325.5,183.0,Pistol,4.477406949594836
MP5-SD | Phosphor (Field-Tested),MP5-SD | 磷光体 (久经沙场),MP5-SD | 磷光体,5.11,4.0,22.88,22.78,506.0,SMG,4.477495107632094
CZ75-Auto | Poison Dart (Factory New),CZ75 | 毒镖 (崭新出厂),CZ75 | 毒镖,4.92,4.0,22.03,21.93,76.0,Pistol,4.477642276422764
StatTrak™ CZ75-Auto | Eco (Field-Tested),CZ75（StatTrak™） | 经济 (久经沙场),CZ75（StatTrak™） | 经济,1.67,8.0,7.48,7.47,243.0,Pistol,4.479041916167665
USP-S | Orion (Factory New),USP 消音版 | 猎户 (崭新出厂),USP 消音版 | 猎户,72.44,1.0,324.5,324.0,682.0,Pistol,4.4795692987299836
StatTrak™ SSG 08 | Fever Dream (Minimal Wear),SSG 08（StatTrak™） | 浮生如梦 (略有磨损),SSG 08（StatTrak™） | 浮生如梦,4.42,2.0,19.8,19.7,250.0,Sniper Rifle,4.479638009049774
StatTrak™ CZ75-Auto | Hexane (Minimal Wear),CZ75（StatTrak™） | 蓝巢 (略有磨损),CZ75（StatTrak™） | 蓝巢,3.21,2.0,14.38,14.28,73.0,Pistol,4.4797507788162
MAC-10 | Pipe Down (Factory New),MAC-10 | 销声 (崭新出厂),MAC-10 | 销声,1.83,2.0,8.2,8.19,126.0,SMG,4.48087431693989
AWP | Mortis (Minimal Wear),AWP | 死神 (略有磨损),AWP | 死神,4.53,18.0,20.3,20.2,2150.0,Sniper Rifle,4.481236203090508
Dual Berettas | Flora Carnivora (Field-Tested),双持贝瑞塔 | 食人花 (久经沙场),双持贝瑞塔 | 食人花,1.37,90.0,6.14,6.13,1015.0,Pistol,4.481751824817517
AUG | Fleet Flock (Well-Worn),AUG | 燕群 (破损不堪),AUG | 燕群,2.22,1.0,9.95,9.94,53.0,Rifle,4.481981981981981
★ Specialist Gloves | Field Agent (Minimal Wear),专业手套（★） | 一线特工 (略有磨损),专业手套（★） | 一线特工,1360.85,4.0,6099.5,6099.0,198.0,Gloves,4.482125142374252
★ Butterfly Knife | Tiger Tooth (Factory New),蝴蝶刀（★） | 虎牙 (崭新出厂),蝴蝶刀（★） | 虎牙,2112.78,10.0,9470.0,9469.5,306.0,Knife,4.482246140156571
Nova | Koi (Factory New),新星 | 锦鲤 (崭新出厂),新星 | 锦鲤,1.7,7.0,7.62,7.61,407.0,Shotgun,4.482352941176471
AUG | Akihabara Accept (Factory New),AUG | 秋叶原之选 (崭新出厂),AUG | 秋叶原之选,5420.0,3.0,24298.0,24297.5,48.0,Rifle,4.483025830258303
AK-47 | Frontside Misty (Minimal Wear),AK-47 | 前线迷雾 (略有磨损),AK-47 | 前线迷雾,31.45,5.0,141.0,140.5,1259.0,Rifle,4.483306836248013
M4A1-S | Mecha Industries (Minimal Wear),M4A1 消音型 | 机械工业 (略有磨损),M4A1 消音型 | 机械工业,46.61,17.0,209.0,208.5,1415.0,Rifle,4.484016305513839
Desert Eagle | Printstream (Field-Tested),沙漠之鹰 | 印花集 (久经沙场),沙漠之鹰 | 印花集,72.47,4.0,325.0,324.5,5616.0,Pistol,4.484614323168207
★ Driver Gloves | King Snake (Minimal Wear),驾驶手套（★） | 王蛇 (略有磨损),驾驶手套（★） | 王蛇,2530.0,41.0,11346.5,11346.0,601.0,Gloves,4.484782608695652
★ Bayonet | Doppler (Factory New),刺刀（★） | 多普勒 (崭新出厂),刺刀（★） | 多普勒,726.45,4.0,3258.96,3258.46,981.0,Knife,4.486144951476358
P90 | Nostalgia (Field-Tested),P90 | 往日行动 (久经沙场),P90 | 往日行动,6.62,1.0,29.7,29.6,117.0,SMG,4.486404833836858
FAMAS | Pulse (Factory New),法玛斯 | 电子脉冲 (崭新出厂),法玛斯 | 电子脉冲,8.47,2.0,38.0,37.9,346.0,Rifle,4.4864226682408495
StatTrak™ MP9 | Dart (Factory New),MP9（StatTrak™） | 飞驰 (崭新出厂),MP9（StatTrak™） | 飞驰,2.63,3.0,11.8,11.7,111.0,SMG,4.486692015209126
★ StatTrak™ Karambit | Gamma Doppler (Factory New),爪子刀（★ StatTrak™） | 伽玛多普勒 (崭新出厂),爪子刀（★ StatTrak™） | 伽玛多普勒,1670.4,6.0,7495.0,7494.5,73.0,Knife,4.486949233716475
Revolution Case,变革武器箱,变革武器箱,3.32,95.0,14.9,14.9,6931.0,Container,4.487951807228916
P2000 | Panther Camo (Well-Worn),P2000 | 豹纹迷彩 (破损不堪),P2000 | 豹纹迷彩,1.66,2.0,7.45,7.44,17.0,Pistol,4.487951807228916
★ Bayonet | Freehand (Field-Tested),刺刀（★） | 自由之手 (久经沙场),刺刀（★） | 自由之手,443.37,1.0,1990.0,1989.5,89.0,Knife,4.488350587545391
StatTrak™ Galil AR | Signal (Minimal Wear),加利尔 AR（StatTrak™） | 信号灯 (略有磨损),加利尔 AR（StatTrak™） | 信号灯,2.15,2.0,9.65,9.64,175.0,Rifle,4.488372093023256
★ Hand Wraps | Arboreal (Battle-Scarred),裹手（★） | 森林色调 (战痕累累),裹手（★） | 森林色调,93.57,3.0,420.0,419.5,55.0,Gloves,4.488618146841937
Desert Eagle | Night Heist (Factory New),沙漠之鹰 | 午夜凶匪 (崭新出厂),沙漠之鹰 | 午夜凶匪,9.78,2.0,43.9,43.8,678.0,Pistol,4.488752556237219
★ Hand Wraps | Desert Shamagh (Battle-Scarred),裹手（★） | 沙漠头巾 (战痕累累),裹手（★） | 沙漠头巾,88.88,1.0,399.0,398.5,40.0,Gloves,4.489198919891989
StatTrak™ MP9 | Food Chain (Minimal Wear),MP9（StatTrak™） | 爆裂食物链 (略有磨损),MP9（StatTrak™） | 爆裂食物链,10.67,1.0,47.9,47.8,139.0,SMG,4.489222118088097
★ Driver Gloves | King Snake (Battle-Scarred),驾驶手套（★） | 王蛇 (战痕累累),驾驶手套（★） | 王蛇,377.34,1.0,1694.0,1693.5,120.0,Gloves,4.489319976678858
G3SG1 | Flux (Minimal Wear),G3SG1 | 弗卢克斯 (略有磨损),G3SG1 | 弗卢克斯,13.32,1.0,59.8,59.7,83.0,Sniper Rifle,4.489489489489489
★ StatTrak™ Karambit | Tiger Tooth (Factory New),爪子刀（★ StatTrak™） | 虎牙 (崭新出厂),爪子刀（★ StatTrak™） | 虎牙,1559.12,4.0,7000.0,6999.5,25.0,Knife,4.48971214531274
StatTrak™ G3SG1 | High Seas (Field-Tested),G3SG1（StatTrak™） | 公海 (久经沙场),G3SG1（StatTrak™） | 公海,1.63,1.0,7.32,7.31,143.0,Sniper Rifle,4.490797546012271
StatTrak™ P90 | Vent Rush (Field-Tested),P90（StatTrak™） | 给爷冲 (久经沙场),P90（StatTrak™） | 给爷冲,2.2,16.0,9.88,9.87,386.0,SMG,4.490909090909091
SSG 08 | Abyss (Factory New),SSG 08 | 无尽深海 (崭新出厂),SSG 08 | 无尽深海,4.43,2.0,19.9,19.8,2272.0,Sniper Rifle,4.492099322799097
StatTrak™ P90 | Module (Minimal Wear),P90（StatTrak™） | 深蓝组件 (略有磨损),P90（StatTrak™） | 深蓝组件,2.09,2.0,9.39,9.38,346.0,SMG,4.492822966507178
★ Falchion Knife | Doppler (Factory New),弯刀（★） | 多普勒 (崭新出厂),弯刀（★） | 多普勒,377.25,5.0,1695.0,1694.5,218.0,Knife,4.493041749502982
MP9 | Food Chain (Battle-Scarred),MP9 | 爆裂食物链 (战痕累累),MP9 | 爆裂食物链,2.17,9.0,9.75,9.74,273.0,SMG,4.493087557603687
StatTrak™ MAG-7 | Heat (Minimal Wear),MAG-7（StatTrak™） | 炽热 (略有磨损),MAG-7（StatTrak™） | 炽热,2.67,1.0,12.0,11.9,215.0,Shotgun,4.49438202247191
M4A1-S | Welcome to the Jungle (Factory New),M4A1 消音型 | 冒险家乐园 (崭新出厂),M4A1 消音型 | 冒险家乐园,2880.0,46.0,12944.0,12943.5,104.0,Rifle,4.4944444444444445
StatTrak™ Desert Eagle | Trigger Discipline (Minimal Wear),沙漠之鹰（StatTrak™） | 后发制人 (略有磨损),沙漠之鹰（StatTrak™） | 后发制人,6.43,2.0,28.9,28.8,563.0,Pistol,4.494556765163297
R8 Revolver | Crazy 8 (Battle-Scarred),R8 左轮手枪 | 疯狂老八 (战痕累累),R8 左轮手枪 | 疯狂老八,0.97,60.0,4.36,4.35,517.0,Pistol,4.494845360824742
MAC-10 | Heat (Well-Worn),MAC-10 | 炽热 (破损不堪),MAC-10 | 炽热,2.18,1.0,9.8,9.79,27.0,SMG,4.495412844036697
USP-S | Printstream (Field-Tested),USP 消音版 | 印花集 (久经沙场),USP 消音版 | 印花集,95.31,1.0,428.5,428.0,1829.0,Pistol,4.495855629000105
★ StatTrak™ Talon Knife | Fade (Factory New),锯齿爪刀（★ StatTrak™） | 渐变之色 (崭新出厂),锯齿爪刀（★ StatTrak™） | 渐变之色,1756.34,18.0,7899.0,7751.48,42.0,Knife,4.497420772743319
AK-47 | Ice Coaled (Factory New),AK-47 | 可燃冰 (崭新出厂),AK-47 | 可燃冰,57.36,23.0,258.0,257.5,1532.0,Rifle,4.497907949790795
★ StatTrak™ Karambit | Autotronic (Minimal Wear),爪子刀（★ StatTrak™） | 自动化 (略有磨损),爪子刀（★ StatTrak™） | 自动化,1900.64,14.0,8550.0,8549.5,22.0,Knife,4.498484720936106
★ Talon Knife | Ultraviolet (Field-Tested),锯齿爪刀（★） | 致命紫罗兰 (久经沙场),锯齿爪刀（★） | 致命紫罗兰,462.37,3.0,2080.0,2079.5,156.0,Knife,4.498561757899518
★ StatTrak™ Stiletto Knife | Marble Fade (Factory New),短剑（★ StatTrak™） | 渐变大理石 (崭新出厂),短剑（★ StatTrak™） | 渐变大理石,799.51,2.0,3597.0,3596.5,48.0,Knife,4.499005640955085
★ Hand Wraps | Cobalt Skulls (Factory New),裹手（★） | 钴蓝骷髅 (崭新出厂),裹手（★） | 钴蓝骷髅,3630.0,18.0,16333.0,16332.5,11.0,Gloves,4.499449035812672
★ StatTrak™ Butterfly Knife | Autotronic (Minimal Wear),蝴蝶刀（★ StatTrak™） | 自动化 (略有磨损),蝴蝶刀（★ StatTrak™） | 自动化,2222.3,6.0,10000.0,9999.5,11.0,Knife,4.499842505512307
StatTrak™ MP5-SD | Agent (Field-Tested),MP5-SD（StatTrak™） | 探员 (久经沙场),MP5-SD（StatTrak™） | 探员,1.48,7.0,6.66,6.65,95.0,SMG,4.5
CZ75-Auto | Syndicate (Factory New),CZ75 | 辛迪加 (崭新出厂),CZ75 | 辛迪加,5.68,3.0,25.56,25.5,157.0,Pistol,4.5
★ StatTrak™ M9 Bayonet,M9 刺刀（★ StatTrak™）,M9 刺刀（★ StatTrak™）,1466.57,15.0,6600.0,6599.5,11.0,Knife,4.500296610458417
StatTrak™ M4A1-S | Night Terror (Factory New),M4A1 消音型（StatTrak™） | 夜无眠 (崭新出厂),M4A1 消音型（StatTrak™） | 夜无眠,10.26,61.0,46.18,46.08,318.0,Rifle,4.500974658869396
★ Shadow Daggers | Doppler (Factory New),暗影双匕（★） | 多普勒 (崭新出厂),暗影双匕（★） | 多普勒,232.17,2.0,1045.0,1044.5,172.0,Knife,4.501012189344015
StatTrak™ SSG 08 | Parallax (Factory New),SSG 08（StatTrak™） | 抖枪 (崭新出厂),SSG 08（StatTrak™） | 抖枪,17.45,1.0,78.55,78.45,58.0,Sniper Rifle,4.501432664756447
XM1014 | Entombed (Field-Tested),XM1014 | 埋葬之影 (久经沙场),XM1014 | 埋葬之影,5.48,1.0,24.67,24.57,735.0,Shotgun,4.501824817518248
StatTrak™ Desert Eagle | Mecha Industries (Field-Tested),沙漠之鹰（StatTrak™） | 机械工业 (久经沙场),沙漠之鹰（StatTrak™） | 机械工业,13.06,1.0,58.8,58.7,535.0,Pistol,4.50229709035222
StatTrak™ SSG 08 | Necropos (Minimal Wear),SSG 08（StatTrak™） | 通灵者 (略有磨损),SSG 08（StatTrak™） | 通灵者,1.59,32.0,7.16,7.15,169.0,Sniper Rifle,4.50314465408805
AK-47 | Vulcan (Field-Tested),AK-47 | 火神 (久经沙场),AK-47 | 火神,305.32,1.0,1375.0,1374.5,1457.0,Rifle,4.503471767326084
★ StatTrak™ Bayonet,刺刀（★ StatTrak™）,刺刀（★ StatTrak™）,846.01,1.0,3810.0,3809.5,29.0,Knife,4.503492866514581
★ Navaja Knife | Doppler (Factory New),折刀（★） | 多普勒 (崭新出厂),折刀（★） | 多普勒,229.82,3.0,1035.0,1034.5,191.0,Knife,4.503524497432774
M4A1-S | Nitro (Well-Worn),M4A1 消音型 | 氮化处理 (破损不堪),M4A1 消音型 | 氮化处理,2.06,10.0,9.28,9.27,210.0,Rifle,4.504854368932039
M4A4 | Bullet Rain (Minimal Wear),M4A4 | 弹雨 (略有磨损),M4A4 | 弹雨,22.53,1.0,101.5,101.0,605.0,Rifle,4.505104305370617
P90 | Shallow Grave (Field-Tested),P90 | 浅坟 (久经沙场),P90 | 浅坟,2.63,2.0,11.85,11.75,245.0,SMG,4.505703422053232
StatTrak™ P90 | Shapewood (Minimal Wear),P90（StatTrak™） | 精雕木刻 (略有磨损),P90（StatTrak™） | 精雕木刻,11.54,1.0,52.0,51.9,67.0,SMG,4.506065857885615
AK-47 | Redline (Minimal Wear),AK-47 | 红线 (略有磨损),AK-47 | 红线,100.41,1.0,452.5,452.0,1492.0,Rifle,4.506523254655911
M4A4 | Urban DDPAT (Factory New),M4A4 | 都市 DDPAT (崭新出厂),M4A4 | 都市 DDPAT,4.48,1.0,20.19,20.09,251.0,Rifle,4.506696428571429
StatTrak™ AK-47 | Elite Build (Well-Worn),AK-47（StatTrak™） | 精英之作 (破损不堪),AK-47（StatTrak™） | 精英之作,4.88,3.0,22.0,21.9,500.0,Rifle,4.508196721311475
AWP | Medusa (Factory New),AWP | 美杜莎 (崭新出厂),AWP | 美杜莎,6100.0,11.0,27500.0,27499.5,39.0,Sniper Rifle,4.508196721311475
AUG | Stymphalian (Field-Tested),AUG | 湖怪鸟 (久经沙场),AUG | 湖怪鸟,2.44,22.0,11.0,10.9,1124.0,Rifle,4.508196721311475
★ StatTrak™ M9 Bayonet | Marble Fade (Factory New),M9 刺刀（★ StatTrak™） | 渐变大理石 (崭新出厂),M9 刺刀（★ StatTrak™） | 渐变大理石,1774.47,31.0,8000.0,7955.48,37.0,Knife,4.5083884202043425
AK-47 | The Empress (Field-Tested),AK-47 | 皇后 (久经沙场),AK-47 | 皇后,36.48,11.0,164.49,163.99,2804.0,Rifle,4.50904605263158
★ StatTrak™ Stiletto Knife,短剑（★ StatTrak™）,短剑（★ StatTrak™）,598.75,17.0,2700.0,2699.5,56.0,Knife,4.509394572025053
★ Talon Knife | Doppler (Factory New),锯齿爪刀（★） | 多普勒 (崭新出厂),锯齿爪刀（★） | 多普勒,1070.41,28.0,4829.5,4829.0,471.0,Knife,4.511822572659074
M4A4 | Howl (Minimal Wear),M4A4 | 咆哮 (略有磨损),M4A4 | 咆哮,6130.0,28.0,27665.0,27549.69,168.0,Rifle,4.51305057096248
★ Butterfly Knife | Stained (Minimal Wear),蝴蝶刀（★） | 人工染色 (略有磨损),蝴蝶刀（★） | 人工染色,1028.37,1.0,4642.0,4641.5,97.0,Knife,4.513939535381235
M4A1-S | Player Two (Field-Tested),M4A1 消音型 | 二号玩家 (久经沙场),M4A1 消音型 | 二号玩家,30.79,39.0,138.99,138.49,2718.0,Rifle,4.514127963624554
StatTrak™ XM1014 | XOXO (Field-Tested),XM1014（StatTrak™） | 要抱抱 (久经沙场),XM1014（StatTrak™） | 要抱抱,4.43,2.0,20.0,19.9,224.0,Shotgun,4.514672686230249
★ Paracord Knife | Case Hardened (Field-Tested),系绳匕首（★） | 表面淬火 (久经沙场),系绳匕首（★） | 表面淬火,284.62,2.0,1285.0,1284.5,145.0,Knife,4.514791652027264
★ Ursus Knife | Case Hardened (Field-Tested),熊刀（★） | 表面淬火 (久经沙场),熊刀（★） | 表面淬火,260.03,1.0,1174.0,1173.5,149.0,Knife,4.514863669576588
StatTrak™ Glock-18 | Winterized (Minimal Wear),格洛克 18 型（StatTrak™） | 冬季战术 (略有磨损),格洛克 18 型（StatTrak™） | 冬季战术,0.93,5.0,4.2,4.19,373.0,Pistol,4.516129032258064
StatTrak™ Glock-18 | Oxide Blaze (Factory New),格洛克 18 型（StatTrak™） | 锈蚀烈焰 (崭新出厂),格洛克 18 型（StatTrak™） | 锈蚀烈焰,2.15,4.0,9.71,9.7,159.0,Pistol,4.516279069767442
AK-47 | Case Hardened (Factory New),AK-47 | 表面淬火 (崭新出厂),AK-47 | 表面淬火,432.58,9.0,1954.0,1953.5,737.0,Rifle,4.517083545240187
M4A1-S | Chantico's Fire (Field-Tested),M4A1 消音型 | 女火神之炽焰 (久经沙场),M4A1 消音型 | 女火神之炽焰,28.89,63.0,130.5,130.0,1309.0,Rifle,4.517133956386293
StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred),AK-47（StatTrak™） | 阿努比斯军团 (战痕累累),AK-47（StatTrak™） | 阿努比斯军团,24.01,1.0,108.46,107.96,50.0,Rifle,4.51728446480633
SG 553 | Barricade (Field-Tested),SG 553 | 路障 (久经沙场),SG 553 | 路障,2.88,1.0,13.01,12.91,81.0,Rifle,4.517361111111112
M4A4 | Tooth Fairy (Field-Tested),M4A4 | 齿仙 (久经沙场),M4A4 | 齿仙,5.47,11.0,24.71,24.61,1343.0,Rifle,4.517367458866545
P2000 | Scorpion (Factory New),P2000 | 致命红蝎 (崭新出厂),P2000 | 致命红蝎,7.75,1.0,35.01,34.91,142.0,Pistol,4.51741935483871
Negev | Power Loader (Minimal Wear),内格夫 | 动力装载机 (略有磨损),内格夫 | 动力装载机,3.38,3.0,15.27,15.17,589.0,Machinegun,4.517751479289941
Five-SeveN | Angry Mob (Factory New),FN57 | 怒氓 (崭新出厂),FN57 | 怒氓,15.87,2.0,71.7,71.6,191.0,Pistol,4.517958412098299
StatTrak™ AK-47 | Fire Serpent (Factory New),AK-47（StatTrak™） | 火蛇 (崭新出厂),AK-47（StatTrak™） | 火蛇,6750.0,26.0,30499.5,30499.0,47.0,Rifle,4.5184444444444445
StatTrak™ AK-47 | Elite Build (Battle-Scarred),AK-47（StatTrak™） | 精英之作 (战痕累累),AK-47（StatTrak™） | 精英之作,4.89,12.0,22.1,22.0,653.0,Rifle,4.519427402862986
USP-S | Stainless (Minimal Wear),USP 消音版 | 不锈钢 (略有磨损),USP 消音版 | 不锈钢,9.49,1.0,42.89,42.79,1383.0,Pistol,4.519494204425711
P250 | See Ya Later (Factory New),P250 | 生化短吻鳄 (崭新出厂),P250 | 生化短吻鳄,14.29,1.0,64.59,64.49,308.0,Pistol,4.519944016794962
AK-47 | Asiimov (Factory New),AK-47 | 二西莫夫 (崭新出厂),AK-47 | 二西莫夫,251.75,16.0,1138.0,1137.5,229.0,Rifle,4.520357497517378
MP9 | Food Chain (Well-Worn),MP9 | 爆裂食物链 (破损不堪),MP9 | 爆裂食物链,2.17,5.0,9.81,9.8,250.0,SMG,4.52073732718894
StatTrak™ USP-S | Torque (Factory New),USP 消音版（StatTrak™） | 力矩 (崭新出厂),USP 消音版（StatTrak™） | 力矩,5.53,1.0,25.0,24.9,623.0,Pistol,4.520795660036166
USP-S | The Traitor (Well-Worn),USP 消音版 | 倒吊人 (破损不堪),USP 消音版 | 倒吊人,15.46,3.0,69.9,69.8,399.0,Pistol,4.521345407503234
MP9 | Food Chain (Minimal Wear),MP9 | 爆裂食物链 (略有磨损),MP9 | 爆裂食物链,5.02,3.0,22.7,22.6,674.0,SMG,4.52191235059761
M4A1-S | Decimator (Field-Tested),M4A1 消音型 | 毁灭者 2000 (久经沙场),M4A1 消音型 | 毁灭者 2000,12.88,50.0,58.25,58.15,2701.0,Rifle,4.52251552795031
SG 553 | Colony IV (Battle-Scarred),SG 553 | 四号栖息地 (战痕累累),SG 553 | 四号栖息地,8.52,1.0,38.54,38.44,44.0,Rifle,4.523474178403756
AUG | Chameleon (Field-Tested),AUG | 变色龙 (久经沙场),AUG | 变色龙,5.04,4.0,22.8,22.7,306.0,Rifle,4.523809523809524
XM1014 | XOXO (Well-Worn),XM1014 | 要抱抱 (破损不堪),XM1014 | 要抱抱,2.17,2.0,9.82,9.81,120.0,Shotgun,4.525345622119816
StatTrak™ P90 | Chopper (Field-Tested),P90（StatTrak™） | 夺命器 (久经沙场),P90（StatTrak™） | 夺命器,1.92,5.0,8.69,8.68,229.0,SMG,4.526041666666667
AWP | PAW (Factory New),AWP | 猫猫狗狗 (崭新出厂),AWP | 猫猫狗狗,7.28,6.0,32.95,32.85,3419.0,Sniper Rifle,4.5260989010989015
★ Specialist Gloves | Crimson Kimono (Field-Tested),专业手套（★） | 深红和服 (久经沙场),专业手套（★） | 深红和服,2032.14,4.0,9199.0,9198.5,591.0,Gloves,4.526755046404283
USP-S | Cyrex (Battle-Scarred),USP 消音版 | 次时代 (战痕累累),USP 消音版 | 次时代,1.76,4.0,7.97,7.96,60.0,Pistol,4.528409090909091
StatTrak™ Five-SeveN | Urban Hazard (Minimal Wear),FN57（StatTrak™） | 都市危机 (略有磨损),FN57（StatTrak™） | 都市危机,2.08,2.0,9.42,9.41,244.0,Pistol,4.528846153846153
StatTrak™ XM1014 | Zombie Offensive (Factory New),XM1014（StatTrak™） | 行尸攻势 (崭新出厂),XM1014（StatTrak™） | 行尸攻势,3.42,3.0,15.49,15.5,240.0,Shotgun,4.529239766081871
SG 553 | Dragon Tech (Field-Tested),SG 553 | 青龙 (久经沙场),SG 553 | 青龙,1.34,98.0,6.07,6.06,1616.0,Rifle,4.529850746268656
P250 | Inferno (Factory New),P250 | 炼狱小镇 (崭新出厂),P250 | 炼狱小镇,1.98,5.0,8.97,8.96,138.0,Pistol,4.53030303030303
AK-47 | Asiimov (Field-Tested),AK-47 | 二西莫夫 (久经沙场),AK-47 | 二西莫夫,42.05,62.0,190.5,190.0,3862.0,Rifle,4.530321046373365
AK-47 | Elite Build (Field-Tested),AK-47 | 精英之作 (久经沙场),AK-47 | 精英之作,1.94,181.0,8.79,8.79,5090.0,Rifle,4.530927835051546
Slingshot | Phoenix,弹弓 | 凤凰战士,弹弓 | 凤凰战士,3.01,6.0,13.64,13.54,821.0,Agent,4.531561461794021
StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested),双持贝瑞塔（StatTrak™） | 食人花 (久经沙场),双持贝瑞塔（StatTrak™） | 食人花,2.2,1.0,9.97,9.96,309.0,Pistol,4.531818181818181
StatTrak™ Glock-18 | Weasel (Field-Tested),格洛克 18 型（StatTrak™） | 鼬鼠 (久经沙场),格洛克 18 型（StatTrak™） | 鼬鼠,2.03,7.0,9.2,9.19,282.0,Pistol,4.532019704433497
★ StatTrak™ Skeleton Knife | Slaughter (Minimal Wear),骷髅匕首（★ StatTrak™） | 屠夫 (略有磨损),骷髅匕首（★ StatTrak™） | 屠夫,1266.5,1.0,5740.0,5739.5,15.0,Knife,4.532175286221872
